product_id,category,price,old_name,base_price,user_id,region,priority,status,amount
P001248,Books,45.64,Institution,45.64,U02239,South,Medium,Completed,421.24
P004846,Electronics,49.38,Process,49.38,U01530,North,Low,Completed,973.35
P004819,Groceries,156.55,Loss,156.55,U02067,North,High,Completed,510.53
P005284,Groceries,119.11,Bad,119.11,U00007,South,Medium,Pending,1194.1
P000670,Beauty,82.95,Not,82.95,U02697,East,Low,Completed,844.62
P000015,Books,50.6,Begin,50.6,U01094,North,High,Completed,1493.73
P000522,Clothing,59.57,Center,59.57,U01897,North,High,Completed,741.22
P006598,Books,110.83,Half,110.83,U01701,South,High,Completed,525.01
P001421,Electronics,70.93,Teach,70.93,U00706,North,Medium,Pending,888.04
P007470,Home & Kitchen,42.89,Technology,42.89,U02296,North,High,Completed,647.27
P001844,Beauty,25.26,Prove,25.26,U02659,North,High,Completed,1906.97
P003871,Groceries,66.08,Cup,66.08,U01084,North,High,Refunded,705.13
P005018,Electronics,125.68,Beautiful,125.68,U00430,West,Low,Pending,699.43
P004768,Electronics,31.97,Able,31.97,U01059,West,Medium,Completed,1537.71
P005866,Books,21.36,Who,21.36,U02529,North,Medium,Completed,667.46
P002980,Books,204.2,Listen,204.2,U01772,North,Medium,Completed,1016.63
P002653,Electronics,14.18,Politics,14.18,U02212,South,Low,Completed,1460.95
P007907,Home & Kitchen,23.77,Design,23.77,U00364,East,Medium,Completed,761.29
P004687,Clothing,55.14,Poor,55.14,U00879,West,Medium,Cancelled,936.45
P004185,Groceries,92.31,Pay,92.31,U01819,North,Medium,Completed,2034.35
P004477,Clothing,97.54,Such,97.54,U00608,South,Low,Completed,617.66
P007358,Beauty,263.42,Majority,263.42,U02345,North,High,Completed,2128.01
P000836,Clothing,100.05,Cell,100.05,U01060,South,High,Cancelled,257.88
P004800,Beauty,47.15,Memory,47.15,U02745,West,High,Completed,584.3
P002175,Sports,58.76,Out,58.76,,North,Medium,Completed,344.48
P004123,Sports,64.04,Admit,64.04,U01280,South,Low,Completed,841.94
P003517,Groceries,45.73,Sometimes,45.73,U01996,South,Low,Completed,848.56
P005023,Sports,31.47,Claim,31.47,U00679,North,Low,Completed,575.7
P005092,Groceries,56.13,We,56.13,U01044,South,Medium,Cancelled,1825.55
P000618,Groceries,108.01,Ago,108.01,U02517,North,High,Completed,591.04
P006944,Groceries,34.19,Stand,34.19,U00879,West,High,Completed,430.34
P002482,Groceries,151.93,Movie,151.93,U02430,North,Low,Completed,1956.34
P003169,Clothing,95.81,Us,95.81,U02716,South,Low,Completed,2229.86
P001381,Books,196.84,Against,196.84,U01450,West,High,Cancelled,911.95
P007643,Sports,151.64,Necessary,151.64,U01124,North,Medium,Completed,656.01
P004906,Clothing,17.17,Community,17.17,,East,Low,Completed,491.73
P006499,Books,82.02,Radio,82.02,U01351,South,High,Completed,1028.18
P000323,Groceries,196.59,Notice,196.59,U01892,West,Low,Completed,357.8
P006181,Sports,63.28,Movement,63.28,U00141,South,High,Refunded,511.17
P001909,Books,28.8,Thus,28.8,U01002,North,High,Completed,1408.18
P000330,Home & Kitchen,43.82,Material,43.82,U01800,South,Medium,Completed,310.53
P001394,Books,287.5,Letter,287.5,U01325,East,Low,Pending,2582.98
P001784,Books,129.91,Even,129.91,U01015,North,Medium,Completed,478.18
P000275,Sports,98.14,Policy,98.14,U02594,East,Medium,Refunded,1189.99
P001251,Books,49.52,Part,49.52,U02657,South,High,Pending,1507.39
P002468,Electronics,61.91,Tax,61.91,U01445,East,High,Completed,907.59
P007858,Beauty,96.89,Story,96.89,U00510,North,High,Completed,293.96
P000073,Electronics,65.92,Present,65.92,U02267,South,Medium,Completed,1099.38
P005447,Electronics,69.41,Media,69.41,U02346,North,High,Refunded,1564.57
P002618,Sports,20.49,Ahead,20.49,U00134,South,Medium,Pending,1690.46
P007605,Home & Kitchen,43.05,Writer,43.05,U00334,West,High,Completed,144.33
P004884,Electronics,178.8,Blue,178.8,U02186,North,Low,Completed,1219.7
P007686,Home & Kitchen,186.44,Guy,186.44,U02567,South,Medium,Completed,2543.97
P001192,Clothing,73.98,Sound,73.98,U01970,South,Medium,Completed,217.66
P002518,Electronics,37.83,Class,37.83,U01901,West,Medium,Completed,1626.96
P006230,Books,34.27,Partner,34.27,U00934,West,High,Completed,924.6
P006988,Clothing,51.7,Strategy,51.7,U02698,South,Medium,Completed,360.62
P000181,Electronics,48.6,Knowledge,48.6,U02816,South,Medium,Pending,404.22
P003197,Clothing,30.06,Career,30.06,U01592,East,Low,Completed,321.19
P004169,Clothing,129.24,Staff,129.24,U02075,North,Medium,Completed,452.75
P004177,Home & Kitchen,154.59,Drive,154.59,U01273,West,Low,Pending,1225.9
P007904,Sports,126.84,Effort,126.84,U02510,East,Low,Completed,1486.2
P002760,Beauty,73.83,Four,73.83,U02235,North,Low,Completed,496.47
P001918,Clothing,126.14,Against,126.14,U01852,South,Medium,Completed,1357.28
P004851,Electronics,9.71,East,9.71,U02167,South,High,Completed,537.37
P000031,Groceries,22.03,Offer,22.03,U02051,South,High,Cancelled,611.61
P002907,Beauty,86.84,Military,86.84,U01574,East,High,Completed,679.42
P007339,Sports,38.91,Ok,38.91,U00821,West,Low,Completed,74.51
P001694,Books,39.02,Road,39.02,U02550,West,Medium,Refunded,460.79
P003108,Beauty,253.9,Man,253.9,U02475,South,High,Completed,647.83
P001774,Electronics,88.78,Stop,88.78,U00152,East,Medium,Pending,1058.03
P005136,Beauty,17.12,Identify,17.12,,East,Medium,Cancelled,1429.79
P005506,Books,29.35,Save,29.35,U01246,West,Medium,Completed,508.92
P007764,Home & Kitchen,140.1,Place,140.1,U00919,North,Medium,Completed,816.12
P006081,Home & Kitchen,39.02,Political,39.02,U01432,West,Low,Completed,359.79
P004265,Groceries,138.02,Fact,138.02,U00483,West,Medium,Completed,2050.65
P000591,Beauty,289.98,Among,289.98,U01194,North,Medium,Completed,1288.62
P001666,Clothing,77.87,Modern,77.87,U01325,West,High,Completed,179.56
P004863,Sports,36.76,Draw,36.76,U01925,West,High,Pending,1124.41
P001995,Beauty,146.7,Low,146.7,U02842,South,Medium,Completed,136.46
P003910,Beauty,64.07,None,64.07,U00531,East,High,Completed,1239.98
P002314,Home & Kitchen,94.27,Child,94.27,U00163,East,Medium,Completed,749.56
P003866,Clothing,87.57,Point,87.57,U02778,North,Low,Completed,451.08
P006566,Sports,91.9,Its,91.9,U01076,North,Low,Completed,658.08
P001460,Home & Kitchen,114.66,Up,114.66,U01144,North,High,Completed,275.03
P007156,Books,162.59,Policy,162.59,U01146,South,Medium,Pending,838.01
P004703,Books,37.56,Picture,37.56,U01012,East,Medium,Completed,276.63
P002531,Sports,47.74,Item,47.74,U02379,East,High,Completed,760.36
P000422,Beauty,19.84,Simply,19.84,U02943,East,High,Refunded,1662.5
P006621,Home & Kitchen,136.17,Bad,136.17,U02710,West,Medium,Completed,1595.96
P003984,Clothing,71.93,Artist,71.93,U00120,East,Low,Completed,1898.54
P001993,Electronics,24.75,Near,24.75,U02919,South,Medium,Refunded,617.4
P005875,Home & Kitchen,246.27,Tough,246.27,U00391,North,Low,Completed,753.37
P005191,Electronics,36.96,Fly,36.96,U01075,East,Low,Refunded,463.57
P002819,Clothing,43.55,Follow,43.55,U02048,South,Low,Completed,587.54
P004238,Clothing,72.67,Image,72.67,U02266,East,Medium,Completed,804.26
P001873,Books,245.17,Kind,245.17,U00267,South,Low,Cancelled,892.73
P001427,Beauty,61.34,Forward,61.34,U00874,North,High,Completed,2688.87
P002667,Electronics,65.97,Prevent,65.97,U02115,South,Low,Completed,627.81
P001596,Groceries,73.2,Ground,73.2,U02428,North,High,Completed,1106.86
P004950,Clothing,87.48,Thus,87.48,U02605,East,High,Completed,1561.1
P004636,Beauty,37.76,Space,37.76,U01283,South,High,Completed,267.8
P000079,Books,120.2,Sea,120.2,U01752,North,Low,Completed,64.27
P007278,Home & Kitchen,229.42,Concern,229.42,U01564,West,Medium,Completed,882.39
P004690,Electronics,115.89,Company,115.89,U01016,West,High,Completed,686.33
P003126,Home & Kitchen,67.7,Teach,67.7,U00568,East,Low,Completed,572.56
P006113,Groceries,99.91,Radio,99.91,U01643,West,Low,Pending,874.11
P006299,Clothing,39.24,Side,39.24,U01580,North,High,Cancelled,1548.7
P003828,Electronics,76.55,Material,76.55,U02286,West,Low,Completed,620.49
P001344,Home & Kitchen,103.02,Food,103.02,U01476,West,Low,Completed,887.65
P007207,Groceries,182.36,Smile,182.36,U02945,South,Medium,Completed,903.11
P001509,Beauty,36.68,Century,36.68,U01139,South,Low,Completed,562.37
P003411,Clothing,42.25,West,42.25,U00916,East,High,Completed,637.1
P003733,Beauty,42.31,Current,42.31,U00048,North,High,Completed,516.95
P000042,Electronics,38.85,Collection,38.85,U02410,South,High,Completed,654.22
P005366,Groceries,31.44,Become,31.44,U00270,North,High,Pending,738.97
P000580,Groceries,108.79,Old,108.79,U01031,South,High,Completed,1613.01
P003140,Sports,108.05,Foot,108.05,U00636,East,Medium,Cancelled,672.91
P007199,Clothing,80.31,Pick,80.31,,North,Low,Refunded,1728.83
P001640,Home & Kitchen,94.74,Air,94.74,U01047,East,Low,Refunded,862.6
P005601,Beauty,47.3,Similar,47.3,U00923,South,Medium,Completed,2277.21
P001091,Clothing,39.2,Rather,39.2,U01285,East,High,Completed,540.48
P002291,Groceries,40.92,Group,40.92,U00115,South,Medium,Completed,882.14
P007295,Groceries,79.14,Understand,79.14,U01402,East,Medium,Cancelled,776.32
P003234,Groceries,66.21,Practice,66.21,U00787,East,High,Cancelled,750.09
P002712,Groceries,142.3,Environment,142.3,U01687,East,High,Completed,401.37
P000286,Groceries,42.29,Inside,42.29,U02460,East,Medium,Completed,400.51
P001634,Books,62.98,Black,62.98,U01010,East,Low,Completed,1099.86
P003279,Home & Kitchen,15.11,Need,15.11,U01935,South,Medium,Completed,505.63
P001063,Electronics,21.88,Analysis,21.88,U00322,West,High,Completed,1641.36
P000011,Beauty,123.8,Require,123.8,U01482,South,High,Completed,337.23
P004648,Beauty,69.44,Occur,69.44,U02550,East,High,Pending,187.53
P004855,Sports,19.12,Score,19.12,U02198,East,High,Completed,930.15
P001712,Sports,161.89,Age,161.89,,West,Low,Completed,1514.3
P005560,Books,29.55,Bring,29.55,U02130,West,High,Completed,690.4
P004822,Beauty,47.31,Degree,47.31,U02395,North,Low,Completed,1091.79
P005921,Groceries,161.8,Fact,161.8,U00024,West,High,Completed,923.06
P006068,Home & Kitchen,78.99,Speak,78.99,U00624,West,Medium,Refunded,927.17
P001713,Books,30.1,Themselves,30.1,U02329,East,Medium,Completed,93.52
P007012,Clothing,109.25,Different,109.25,U01604,West,Low,Completed,2384.52
P005043,Home & Kitchen,102.34,Attorney,102.34,U00298,North,Medium,Cancelled,810.62
P007899,Electronics,49.47,Moment,49.47,U01389,East,Medium,Completed,1418.68
P001385,Books,117.12,Exist,117.12,U00737,East,High,Completed,323.07
P006427,Beauty,189.74,Politics,189.74,U00709,East,Low,Completed,3843.95
P002720,Electronics,30.19,Significant,30.19,U00160,West,Medium,Completed,986.37
P007506,Sports,37.63,Win,37.63,U01454,West,Low,Pending,1783.24
P007179,Books,32.25,Protect,32.25,U01645,West,Medium,Refunded,303.28
P005603,Electronics,83.95,Financial,83.95,U00700,South,Low,Completed,333.53
P003864,Clothing,163.28,Huge,163.28,U01413,West,Low,Completed,474.87
P000997,Sports,20.74,Authority,20.74,U02596,East,High,Completed,409.28
P002610,Electronics,84.26,Individual,84.26,U00318,West,Low,Completed,1286.31
P001000,Clothing,71.7,Amount,71.7,U02116,West,Medium,Pending,473.34
P004773,Books,171.63,Better,171.63,U02340,West,Low,Completed,574.01
P007729,Books,107.08,Everyone,107.08,U00883,South,Low,Cancelled,492.76
P005111,Electronics,61.64,Town,61.64,U01193,South,Low,Completed,760.95
P002745,Home & Kitchen,31.24,Talk,31.24,U01580,West,Medium,Completed,379.67
P006965,Sports,26.43,Pattern,26.43,U02657,North,Medium,Completed,1171.37
P003632,Beauty,121.05,Response,121.05,U01744,East,Low,Cancelled,1153.94
P002290,Electronics,62.46,Skill,62.46,U00319,East,High,Pending,1474.45
P001500,Groceries,48.01,Ok,48.01,U00606,East,Medium,Completed,569.31
P006169,Clothing,17.19,She,17.19,U02086,North,Medium,Completed,601.37
P000052,Clothing,59.78,Best,59.78,U00309,West,High,Completed,482.53
P001907,Clothing,470.4,Customer,470.4,U00536,South,Low,Completed,330.9
P000629,Sports,131.48,Simple,131.48,U02029,North,High,Completed,279.48
P002649,Clothing,69.75,Citizen,69.75,U00486,East,Medium,Completed,146.14
P005360,Groceries,151.69,Institution,151.69,U02548,North,High,Completed,729.72
P000749,Electronics,108.56,Official,108.56,U00231,South,High,Completed,395.89
P000267,Beauty,93.1,Receive,93.1,U00975,East,Low,Completed,1934.59
P006381,Books,137.37,Box,137.37,U01079,East,Low,Completed,540.11
P005659,Beauty,86.39,Imagine,86.39,U01620,East,Medium,Cancelled,739.23
P005399,Electronics,88.82,Model,88.82,U01210,West,High,Completed,831.34
P006389,Sports,77.39,Life,77.39,U00881,West,Medium,Completed,468.55
P002581,Clothing,111.91,Board,111.91,U00503,East,High,Pending,1262.33
P005972,Books,99.5,Letter,99.5,U02920,South,High,Completed,311.38
P004070,Home & Kitchen,40.64,Toward,40.64,U02442,East,Medium,Completed,616.78
P000521,Home & Kitchen,131.29,Unit,131.29,U00988,South,Medium,Cancelled,1775.7
P001488,Sports,191.99,Worker,191.99,U02570,North,Medium,Completed,372.17
P001520,Groceries,76.03,Movement,76.03,U01698,South,High,Completed,827.44
P004500,Books,33.41,Air,33.41,U00470,North,Medium,Completed,548.98
P001563,Home & Kitchen,84.36,I,84.36,U01480,East,High,Pending,1289.91
P003335,Electronics,64.22,Trip,64.22,U02571,East,Medium,Completed,1537.83
P002316,Beauty,113.05,Decade,113.05,U02559,East,Medium,Completed,789.08
P007488,Books,79.65,Item,79.65,U01102,East,Medium,Completed,1378.5
P002464,Electronics,81.22,However,81.22,,East,Low,Completed,1179.31
P005636,Sports,32.81,Value,32.81,U00471,West,Low,Completed,850.13
P003085,Sports,169.97,Just,169.97,U02205,South,Medium,Pending,784.63
P005584,Groceries,42.66,Free,42.66,U02089,West,Low,Completed,374.86
P005119,Clothing,28.3,Wall,28.3,U02021,South,High,Cancelled,1198.06
P005496,Groceries,208.03,Worry,208.03,U02453,West,Low,Completed,652.15
P006991,Sports,97.64,Help,97.64,U02559,East,Low,Refunded,1309.59
P000637,Beauty,113.26,Idea,113.26,U00244,East,High,Completed,357.11
P003545,Clothing,62.3,Example,62.3,U00927,North,Medium,Completed,968.57
P001848,Clothing,93.64,School,93.64,U01821,North,Low,Pending,1230.99
P000059,Electronics,36.8,Everything,36.8,U02393,West,High,Cancelled,265.01
P005719,Clothing,46.42,Close,46.42,U02620,North,High,Cancelled,1762.73
P001071,Electronics,61.14,Raise,61.14,U02762,South,Medium,Completed,985.15
P000262,Clothing,257.39,Soon,257.39,U00516,South,Low,Pending,944.2
P004706,Beauty,57.55,Game,57.55,U01636,West,Low,Completed,1171.04
P006006,Books,38.76,Article,38.76,U01502,South,Low,Refunded,359.61
P002274,Books,83.27,Road,83.27,U00587,West,High,Completed,803.01
P006982,Home & Kitchen,36.77,Process,36.77,U00259,South,Low,Completed,1209.54
P001103,Books,11.59,Person,11.59,U02209,South,High,Completed,2293.56
P004380,Clothing,47.09,Role,47.09,U02884,North,Medium,Completed,1594.68
P005957,Electronics,144.55,Drive,144.55,U00251,East,Low,Completed,403.91
P002818,Electronics,62.57,Find,62.57,U02501,West,Low,Completed,2050.49
P003948,Groceries,73.92,Deal,73.92,U02391,West,Medium,Completed,974.76
P005990,Electronics,32.56,Security,32.56,U02193,West,Low,Cancelled,508.36
P007399,Home & Kitchen,51.51,Relate,51.51,U01046,West,Medium,Completed,1207.43
P003832,Sports,69.27,First,69.27,U01482,South,High,Completed,482.72
P003572,Home & Kitchen,60.56,Road,60.56,U01713,South,Medium,Completed,933.98
P003097,Groceries,83.37,Traditional,83.37,U00108,West,Low,Pending,759.75
P007886,Electronics,119.89,Former,119.89,U00070,West,Low,Completed,605.92
P006088,Electronics,86.94,Face,86.94,,North,Medium,Completed,566.36
P000625,Clothing,33.54,Its,33.54,U01573,West,Medium,Completed,617.37
P003259,Sports,91.03,Way,91.03,,South,High,Completed,2242.75
P004510,Books,135.14,Sea,135.14,U01097,North,Low,Completed,718.41
P002214,Home & Kitchen,252.13,Place,252.13,U02805,North,Low,Completed,1431.9
P001927,Electronics,82.26,Authority,82.26,U01476,North,High,Completed,1120.31
P003462,Home & Kitchen,60.34,Third,60.34,U02573,West,High,Completed,613.04
P001503,Clothing,131.83,Cut,131.83,U00018,East,High,Completed,762.37
P003307,Home & Kitchen,27.38,Population,27.38,U02870,North,Medium,Completed,757.63
P003352,Books,67.82,Spend,67.82,U00092,East,Low,Cancelled,850.47
P006575,Electronics,64.24,Trouble,64.24,U00783,West,Low,Completed,556.98
P007376,Electronics,10.08,Like,10.08,U00381,North,Medium,Pending,437.68
P001221,Clothing,10.2,On,10.2,U01747,East,High,Completed,1656.4
P000040,Books,19.37,Song,19.37,,East,Medium,Cancelled,844.21
P003755,Groceries,53.09,Likely,53.09,U00193,North,Medium,Completed,1681.6
P003623,Home & Kitchen,35.02,Page,35.02,U02402,North,High,Completed,460.91
P005149,Electronics,31.82,Kind,31.82,U01573,South,High,Pending,493.33
P005374,Electronics,90.36,Attention,90.36,U01315,West,Medium,Completed,861.96
P006256,Electronics,120.2,Lot,120.2,U01594,South,High,Completed,870.74
P005168,Beauty,114.4,Dog,114.4,,South,High,Cancelled,1549.96
P005260,Sports,24.94,Indeed,24.94,U01731,North,High,Cancelled,1062.37
P002069,Electronics,39.15,Theory,39.15,U01975,South,Low,Completed,383.07
P002820,Home & Kitchen,102.0,Like,102.0,U00381,East,Medium,Completed,1988.36
P005378,Sports,113.53,Life,113.53,U01007,North,High,Completed,1030.29
P006406,Groceries,67.33,Recognize,67.33,U01239,South,Low,Completed,1900.59
P003698,Home & Kitchen,43.14,Result,43.14,U00857,North,Medium,Cancelled,1480.73
P006897,Sports,47.1,Situation,47.1,U00509,North,High,Pending,1087.3
P006808,Home & Kitchen,78.18,Threat,78.18,U02903,North,Medium,Refunded,836.66
P007742,Sports,11.27,Few,11.27,U00389,North,High,Completed,1568.55
P005662,Sports,89.18,Kind,89.18,U02395,East,High,Cancelled,700.02
P007844,Books,112.98,Stand,112.98,U01523,West,Low,Cancelled,742.33
P000089,Beauty,88.83,Trial,88.83,U00933,South,Low,Completed,456.41
P001390,Books,40.45,Continue,40.45,U00492,North,High,Completed,2690.37
P003539,Groceries,256.63,According,256.63,U00863,North,Low,Completed,827.35
P007284,Electronics,42.78,Seem,42.78,U01666,South,High,Completed,1275.25
P003557,Beauty,80.58,Assume,80.58,U00676,East,Low,Completed,499.39
P005178,Electronics,138.53,Staff,138.53,U02081,East,Medium,Completed,633.67
P004188,Clothing,103.81,Bed,103.81,U00220,South,High,Completed,794.3
P005750,Beauty,101.62,Financial,101.62,U02346,East,High,Cancelled,129.01
P000324,Beauty,68.41,Cause,68.41,U01176,North,High,Cancelled,990.63
P003071,Sports,130.64,Five,130.64,U01540,West,Low,Completed,336.45
P000872,Beauty,45.13,Memory,45.13,U02096,North,High,Pending,499.07
P005942,Electronics,33.7,Hotel,33.7,U00567,South,Low,Pending,228.59
P001042,Electronics,70.52,Year,70.52,U01474,South,High,Completed,461.86
P002009,Electronics,81.57,Back,81.57,,North,Low,Completed,454.62
P004228,Sports,80.89,Agree,80.89,U00423,South,Low,Refunded,879.31
P006462,Beauty,40.64,Much,40.64,U00746,East,Low,Completed,1150.12
P006170,Sports,11.23,Sell,11.23,,North,High,Completed,1350.2
P006380,Books,118.1,Recently,118.1,U02074,South,Low,Pending,842.77
P005681,Clothing,95.36,Down,95.36,U02386,North,Medium,Completed,1155.59
P000026,Books,38.03,Option,38.03,U01730,North,Medium,Completed,578.09
P002247,Groceries,34.9,Site,34.9,U02571,North,Low,Pending,1164.08
P007882,Home & Kitchen,69.94,Once,69.94,U01113,East,High,Cancelled,369.75
P001739,Groceries,62.63,Provide,62.63,U01795,South,High,Completed,340.39
P005258,Books,52.11,Public,52.11,U01240,South,Low,Pending,1633.32
P005932,Home & Kitchen,90.59,Until,90.59,U02962,West,Low,Completed,214.69
P004542,Clothing,41.81,Build,41.81,U01903,West,Low,Completed,419.53
P007334,Beauty,40.2,Specific,40.2,U02552,East,Medium,Completed,861.5
P007196,Electronics,29.87,Analysis,29.87,U02976,South,Low,Completed,427.16
P006642,Electronics,120.43,Line,120.43,U00576,South,Low,Completed,1129.16
P007930,Books,64.21,Thus,64.21,,North,High,Completed,1163.68
P007924,Sports,110.97,Positive,110.97,U02865,North,Low,Completed,1292.78
P000046,Sports,102.42,Fall,102.42,,West,Low,Pending,971.86
P000219,Books,78.17,While,78.17,,North,Medium,Cancelled,1567.89
P005299,Clothing,29.63,Camera,29.63,U01726,South,High,Cancelled,1241.06
P002732,Groceries,174.59,Office,174.59,U02607,South,Medium,Completed,495.37
P005804,Electronics,171.25,System,171.25,U00340,East,High,Cancelled,131.76
P000697,Home & Kitchen,121.38,Another,121.38,U02951,East,Medium,Pending,997.36
P003739,Sports,96.28,Almost,96.28,U02645,East,Medium,Completed,426.06
P001975,Groceries,168.79,Maybe,168.79,U00661,South,Low,Completed,826.13
P003574,Electronics,102.6,Purpose,102.6,U00326,North,High,Cancelled,439.81
P006686,Home & Kitchen,12.81,Plan,12.81,U02245,West,Low,Completed,641.88
P005981,Electronics,47.49,Trip,47.49,U02791,East,High,Pending,822.47
P000172,Electronics,49.92,Someone,49.92,U00622,South,High,Refunded,1478.29
P001371,Beauty,23.77,Pm,23.77,U00136,East,Low,Refunded,938.94
P007098,Beauty,61.31,Learn,61.31,U01407,East,High,Completed,360.12
P001262,Books,30.27,By,30.27,U01949,West,Medium,Completed,2083.46
P000392,Groceries,45.02,Medical,45.02,U01524,West,Low,Completed,1696.09
P002410,Home & Kitchen,14.08,Leg,14.08,U02795,West,Medium,Pending,920.13
P005502,Electronics,144.87,Person,144.87,U01350,East,High,Refunded,626.96
P002164,Books,43.4,However,43.4,U01024,North,Medium,Completed,652.19
P004624,Sports,66.77,Final,66.77,U01304,North,Medium,Completed,1382.7
P005943,Beauty,25.45,Again,25.45,U00201,East,High,Cancelled,949.01
P003444,Home & Kitchen,27.97,Artist,27.97,U02820,South,Medium,Completed,480.86
P007732,Home & Kitchen,34.08,Base,34.08,U01643,West,Low,Cancelled,956.58
P005373,Groceries,130.1,Age,130.1,U02231,North,High,Pending,1938.53
P007783,Home & Kitchen,18.36,Relationship,18.36,U02019,West,Medium,Completed,437.63
P002567,Sports,103.24,Technology,103.24,U00565,North,Medium,Completed,213.42
P002697,Books,19.43,Author,19.43,U01702,North,Low,Pending,918.33
P004064,Home & Kitchen,85.4,First,85.4,,South,Low,Completed,735.01
P005451,Groceries,52.94,Guy,52.94,U02923,West,Medium,Completed,854.38
P002793,Groceries,62.86,Culture,62.86,U00033,South,Medium,Completed,1266.1
P001935,Beauty,106.88,True,106.88,U02264,West,High,Pending,1420.01
P000425,Home & Kitchen,139.76,Small,139.76,U01016,South,Low,Completed,1156.39
P007178,Beauty,147.3,Find,147.3,U00825,North,High,Pending,1538.61
P005409,Electronics,18.52,Face,18.52,U00565,West,Low,Pending,770.88
P007469,Beauty,55.39,Series,55.39,U02982,West,Medium,Completed,658.09
P003663,Electronics,130.41,Particular,130.41,U02852,North,Medium,Completed,1217.08
P004588,Beauty,60.9,Might,60.9,U01502,North,Low,Completed,864.56
P000744,Sports,106.47,Contain,106.47,U00230,South,High,Cancelled,398.38
P002258,Groceries,118.9,Painting,118.9,U02045,East,Medium,Pending,685.49
P005894,Home & Kitchen,77.78,Per,77.78,U02243,North,Medium,Completed,1999.66
P002774,Electronics,96.67,Heavy,96.67,,West,Low,Completed,603.11
P007979,Clothing,39.29,Hundred,39.29,U00446,West,High,Completed,320.13
P001203,Groceries,94.79,Network,94.79,U00857,South,Low,Completed,1240.16
P005599,Electronics,147.71,Human,147.71,U00994,East,Low,Completed,327.79
P007071,Electronics,51.04,Beautiful,51.04,U01336,East,High,Completed,317.53
P005237,Home & Kitchen,56.12,Change,56.12,U01915,South,High,Cancelled,784.08
P006143,Home & Kitchen,35.0,Suffer,35.0,,South,Medium,Completed,356.08
P002288,Groceries,67.21,Truth,67.21,U02674,West,Medium,Completed,2612.56
P005313,Groceries,186.53,Rich,186.53,U02784,North,Low,Cancelled,444.77
P002914,Groceries,29.77,Consider,29.77,U00921,East,Low,Completed,3360.73
P006635,Groceries,70.75,Technology,70.75,U02712,North,High,Refunded,807.5
P007940,Sports,80.13,Trouble,80.13,U00746,South,High,Pending,438.31
P004767,Sports,46.34,Party,46.34,U02609,North,Medium,Completed,209.97
P005588,Sports,95.51,Rule,95.51,U01635,North,Low,Completed,697.46
P000724,Sports,9.93,We,9.93,U02254,South,Low,Completed,536.75
P000946,Books,42.53,Respond,42.53,U00037,North,High,Completed,619.05
P000466,Sports,153.7,Democratic,153.7,U00925,South,Low,Completed,912.95
P004418,Home & Kitchen,202.03,Mrs,202.03,U00686,West,Low,Completed,171.13
P005280,Electronics,48.18,Friend,48.18,U01583,West,High,Completed,456.67
P004160,Home & Kitchen,86.4,Each,86.4,U00032,North,Low,Completed,591.91
P004823,Beauty,83.44,Risk,83.44,U02182,South,High,Refunded,1055.67
P004174,Electronics,78.38,Step,78.38,U02846,West,Low,Cancelled,1100.44
P000429,Home & Kitchen,67.49,Pattern,67.49,U00095,North,Medium,Completed,747.32
P001533,Home & Kitchen,165.29,Church,165.29,,East,Low,Completed,922.03
P000068,Electronics,14.26,Bar,14.26,U00301,South,High,Completed,590.26
P005274,Home & Kitchen,15.22,Suddenly,15.22,U02453,South,Low,Completed,867.69
P007048,Home & Kitchen,40.86,Imagine,40.86,U01668,East,Low,Completed,1595.22
P000566,Beauty,24.35,Option,24.35,U01846,West,Low,Completed,907.05
P003945,Clothing,42.22,Key,42.22,U01958,North,Medium,Completed,203.07
P000094,Home & Kitchen,72.76,Prove,72.76,U01416,East,Medium,Completed,987.9
P004712,Clothing,100.52,Toward,100.52,U02529,West,Medium,Completed,793.54
P001895,Books,222.48,Top,222.48,U00944,West,High,Completed,449.01
P006567,Clothing,106.77,Let,106.77,,East,Medium,Completed,420.86
P001365,Beauty,64.54,Piece,64.54,U02558,North,Medium,Completed,1525.15
P002869,Electronics,142.44,Point,142.44,U02338,East,Low,Cancelled,1032.12
P000879,Books,52.41,Feeling,52.41,U00381,East,Medium,Completed,312.04
P004474,Clothing,105.39,Raise,105.39,U02953,North,High,Completed,1423.49
P003375,Beauty,284.0,Indicate,284.0,U02787,South,Low,Completed,1340.38
P000593,Clothing,115.85,Help,115.85,U02930,West,Medium,Completed,1241.77
P003622,Home & Kitchen,67.54,Degree,67.54,U00870,South,Low,Completed,634.71
P000495,Sports,113.16,Happy,113.16,U02003,North,High,Completed,1103.36
P007091,Sports,145.12,Describe,145.12,U01058,South,High,Completed,440.33
P000260,Electronics,53.35,Team,53.35,U01863,North,High,Completed,911.11
P004515,Beauty,38.35,Score,38.35,U00562,North,Medium,Completed,278.09
P003145,Books,185.06,Increase,185.06,U01313,West,High,Completed,523.29
P000300,Sports,141.67,Per,141.67,,East,Medium,Completed,1510.86
P004789,Clothing,89.32,Miss,89.32,U02427,West,High,Refunded,1344.8
P002512,Beauty,186.24,Under,186.24,U00963,East,High,Completed,1046.28
P000993,Groceries,26.36,Area,26.36,U00166,South,Medium,Completed,845.64
P000442,Home & Kitchen,128.53,Physical,128.53,U02526,East,High,Completed,843.37
P003681,Electronics,44.23,Specific,44.23,U02324,North,Low,Cancelled,925.96
