item_id,order_id,product_id,quantity,unit_price,discount_percent
1769,604,264,1,51954.64,51.59
1770,604,123,4,23292.83,16.28
1771,604,449,1,4548.82,19.24
1772,604,28,4,28369.81,25.14
1773,605,148,4,11535.4,17.42
1774,606,137,3,16276.41,23.75
1775,606,370,1,5227.43,20.43
1776,606,244,-5,26455.53,3.55
1777,607,527,6,29205.34,11.01
1778,608,492,4,43499.42,82.7
1779,609,292,2,58505.01,21.96
1780,610,389,1,19718.63,3.5
1781,610,464,5,3169.37,24.46
1782,610,156,4,21791.03,0.35
1783,610,301,1,39940.91,4.9
1784,610,423,6,40992.4,8.19
1785,611,482,5,28454.92,20.23
1786,611,374,6,56230.52,26.04
1787,612,330,2,23076.31,18.47
1788,612,463,6,38941.93,8.34
1789,612,317,3,46735.76,29.17
1790,612,261,6,5665.65,5.63
1791,613,236,6,47023.72,11.38
1792,613,455,1,54040.52,0.14
1793,613,434,5,29834.63,79.57
1794,613,405,3,2880.95,29.83
1795,614,529,3,2188.12,95.6
1796,614,522,3,10337.83,20.22
1797,614,81,4,19908.99,17.33
1798,614,282,4,15580.38,9.52
1799,615,112,6,54671.54,24.02
1800,615,100,1,15092.09,26.91
1801,615,120,5,59728.39,22.24
1802,615,93,2,21482.25,3.53
1803,616,54,6,39084.98,25.54
1804,616,465,1,2489.0,65.66
1805,617,272,6,618.25,8.9
1806,617,159,2,31070.79,14.53
1807,617,355,5,43123.87,6.42
1808,617,508,3,41017.03,16.19
1809,618,313,2,56134.98,14.45
1810,618,396,5,40963.36,26.39
1811,618,6,1,4803.51,33.59
1812,618,302,1,20713.81,83.22
1813,619,434,4,30256.48,13.65
1814,619,457,5,56448.43,27.88
1815,620,265,-3,55092.23,4.09
1816,620,463,5,59024.89,26.72
1817,620,302,1,57757.4,20.86
1818,620,71,3,3933.75,6.26
1819,620,242,4,31004.36,15.32
1820,621,541,4,25373.75,10.48
1821,621,294,1,4287.34,55.44
1822,621,302,4,8025.54,26.03
1823,622,477,1,20183.74,3.03
1824,623,238,1,7919.13,8.99
1825,623,105,2,50236.1,5.29
1826,623,388,6,54515.54,41.39
1827,624,292,4,21193.42,6.26
1828,624,306,1,4682.23,0.43
1829,625,191,1,52932.07,86.18
1830,625,500,3,22664.87,32.61
1831,625,49,3,55812.53,85.45
1832,625,405,6,20381.45,17.14
1833,625,427,6,32463.64,1.25
1834,626,280,3,30139.94,69.27
1835,626,400,5,26995.55,15.41
1836,626,539,2,13291.14,24.43
1837,627,472,1,26012.19,43.65
1838,627,94,3,26606.59,14.42
1839,627,172,4,56689.99,23.33
1840,627,215,2,31798.14,29.45
1841,627,164,6,476.9,14.49
1842,628,232,4,32262.94,7.98
1843,628,276,6,52218.15,28.68
1844,628,449,6,14638.8,5.2
1845,628,82,6,48272.78,14.99
1846,628,8,6,3450.49,33.97
1847,629,482,2,13315.52,24.75
1848,629,224,2,48967.3,27.68
1849,629,63,1,9876.7,76.33
1850,630,340,3,24691.62,23.69
1851,630,351,6,34772.95,27.47
1852,631,40,4,32292.48,10.79
1853,631,301,5,47082.09,86.94
1854,631,107,4,23519.35,26.21
1855,631,426,4,17891.5,15.45
1856,632,442,2,10781.12,28.95
1857,632,512,2,36177.03,46.52
1858,632,234,6,732.99,26.74
1859,633,269,5,40681.6,15.97
1860,633,321,3,24813.57,17.84
1861,634,61,2,2927.19,7.35
1862,634,88,-5,7127.96,15.14
1863,635,385,2,14940.29,18.74
1864,636,78,1,13185.73,25.13
1865,636,40,2,27557.21,65.59
1866,636,18,4,46040.1,31.88
1867,637,375,6,40100.37,96.07
1868,637,442,3,36735.16,36.78
1869,637,377,3,38947.44,11.6
1870,637,474,5,5070.43,51.39
1871,638,77,2,7945.79,26.91
1872,638,230,2,3796.01,20.06
1873,638,354,5,30087.36,2.23
1874,639,99,1,54469.89,21.32
1875,639,69,3,48249.48,80.68
1876,639,190,2,23204.47,7.86
1877,640,27,6,8575.64,5.66
1878,640,526,6,51508.76,93.72
1879,641,292,1,10455.06,77.29
1880,641,293,2,50146.24,17.28
1881,642,181,6,33145.47,71.84
1882,643,363,5,34134.17,8.47
1883,643,490,4,15247.55,91.09
1884,644,158,3,5272.0,2.61
1885,644,333,1,18226.01,29.32
1886,645,515,1,36089.51,12.97
1887,645,376,2,25708.39,5.57
1888,645,485,2,7792.49,4.52
1889,646,89,5,13504.92,59.21
1890,646,209,3,9849.39,18.07
1891,647,541,3,7109.33,20.28
1892,647,72,5,9329.38,5.77
1893,647,389,4,43650.9,2.82
1894,647,423,2,25919.18,11.96
1895,647,310,1,58430.57,20.87
1896,648,496,-1,39346.16,27.06
1897,649,118,5,28800.1,81.31
1898,650,115,2,46925.12,88.74
1899,651,279,5,1766.18,7.68
1900,651,270,5,23511.35,71.56
1901,652,356,2,49548.02,6.27
1902,652,158,-4,11831.19,19.27
1903,652,367,6,39174.15,22.33
1904,652,471,1,53339.89,29.3
1905,653,193,5,51596.85,42.45
1906,654,24,4,51773.48,11.92
1907,654,14,5,42971.24,7.43
1908,654,354,6,1853.76,68.12
1909,654,288,5,46902.92,26.0
1910,655,281,6,25309.29,21.62
1911,656,32,3,46721.14,88.17
1912,656,416,5,33168.36,19.53
1913,657,480,5,50459.7,4.26
1914,657,344,3,50324.19,37.38
1915,658,281,1,46180.83,28.64
1916,658,365,1,55168.34,4.95
1917,658,324,2,32605.39,16.43
1918,659,201,2,2049.24,12.34
1919,659,406,4,18740.94,23.99
1920,659,198,5,28828.52,2.95
1921,659,149,2,5391.36,22.8
1922,660,341,4,7397.51,30.19
1923,660,354,5,44982.87,79.93
1924,660,173,3,32688.6,21.34
1925,660,453,6,4199.67,11.44
1926,661,315,4,51598.88,2.28
1927,662,171,3,16249.84,27.29
1928,662,410,2,30096.5,50.66
1929,662,23,3,56590.81,29.75
1930,662,341,4,59319.45,5.95
1931,662,350,6,41190.54,33.8
1932,663,363,2,51088.49,95.53
1933,663,421,6,9216.05,28.69
1934,663,435,5,35263.99,20.61
1935,663,30,6,51448.71,13.35
1936,663,10,2,31869.58,19.74
1937,664,333,6,1386.42,5.81
1938,665,88,4,54422.34,11.35
1939,666,422,1,48993.16,16.86
1940,666,266,2,57676.35,1.02
1941,667,177,6,48696.93,10.66
1942,667,499,3,23293.16,8.81
1943,667,339,1,45119.23,20.86
1944,667,344,3,7912.79,50.05
1945,668,115,4,44574.91,27.93
1946,669,458,2,27711.34,8.54
1947,670,189,6,24617.03,22.8
1948,670,240,2,54575.86,14.59
1949,670,321,1,41042.61,9.05
1950,671,477,5,6296.05,18.69
1951,672,460,6,2553.15,99.91
1952,672,415,5,16982.32,25.6
1953,672,77,2,53472.51,24.01
1954,673,360,6,10222.02,14.16
1955,673,154,3,39540.25,16.64
1956,673,207,6,55106.41,9.77
1957,674,468,1,33666.02,21.87
1958,674,484,1,51931.75,28.79
1959,674,99,6,47444.73,93.24
1960,675,500,6,7048.01,2.28
1961,676,264,1,51389.89,75.82
1962,676,261,4,18275.53,9.06
1963,676,391,4,43926.99,15.49
1964,676,84,5,45947.12,5.54
1965,677,495,1,33663.02,18.98
1966,677,300,3,20126.63,8.65
1967,677,508,6,33340.14,96.89
1968,677,470,2,34347.9,18.44
1969,678,422,3,50630.9,6.45
1970,678,20,5,21724.33,30.74
1971,678,152,6,58507.98,0.03
1972,678,441,1,59582.15,24.96
1973,679,22,5,31711.01,22.0
1974,679,458,6,26135.15,17.4
1975,679,48,2,48052.85,21.19
1976,679,252,5,53418.15,50.46
1977,679,500,5,41745.14,21.68
1978,680,451,4,40424.54,34.03
1979,680,420,3,25681.52,67.7
1980,680,181,1,30638.89,13.4
1981,680,356,5,28650.08,85.91
1982,680,61,1,20097.27,14.92
1983,681,448,4,58604.13,12.5
1984,681,184,6,57126.91,17.18
1985,682,454,1,42973.26,99.3
1986,682,229,3,2449.42,33.5
1987,682,248,4,8883.61,46.5
1988,683,377,6,28983.04,17.81
1989,683,126,1,47933.35,26.39
1990,683,129,4,46047.44,6.27
1991,683,351,2,13909.83,3.89
1992,684,364,4,47212.74,6.57
1993,684,410,6,20287.41,3.06
1994,684,164,2,43075.9,22.0
1995,684,533,6,513.65,9.37
1996,684,237,6,56142.78,74.31
1997,685,274,2,53224.66,12.38
1998,686,527,4,58099.14,64.57
1999,686,216,5,857.21,13.2
2000,686,547,5,42680.76,22.58
2001,686,288,6,28703.36,19.76
2002,686,376,-5,58636.88,8.87
2003,687,315,1,39974.7,6.67
2004,687,310,5,26161.07,20.63
2005,687,148,2,27073.1,29.72
2006,688,439,3,8053.91,6.4
2007,688,535,5,36233.49,18.22
2008,688,543,6,51764.26,2.41
2009,688,372,-3,9982.35,11.22
2010,688,210,5,25294.29,36.28
2011,689,31,2,23827.74,27.35
2012,690,415,3,28314.77,24.87
2013,690,38,5,25770.87,58.36
2014,690,413,6,53445.59,52.77
2015,690,469,2,51405.33,15.27
2016,690,229,3,45586.41,67.7
2017,691,211,5,36943.69,8.67
2018,691,425,2,20937.19,8.58
2019,691,234,3,39785.1,7.45
2020,692,526,4,3309.16,2.73
2021,693,479,4,13364.7,5.03
2022,693,209,6,47704.3,70.45
2023,694,175,3,27175.85,17.95
2024,694,210,1,23547.07,17.41
2025,695,11,3,25904.4,21.82
2026,696,213,3,26891.72,26.6
2027,696,158,6,39901.97,18.42
2028,696,424,6,5572.81,23.85
2029,696,317,5,36008.26,27.55
2030,697,375,3,29501.46,27.19
2031,697,111,4,50139.96,49.38
2032,697,15,2,58114.96,23.04
2033,698,334,2,34398.74,11.67
2034,699,90,5,18246.28,2.72
2035,699,196,5,32430.78,44.51
2036,699,454,2,21350.14,12.1
2037,700,220,4,19469.87,4.51
2038,700,516,5,49739.02,39.33
2039,700,42,5,10007.43,8.95
2040,701,367,5,19865.6,5.6
2041,701,258,1,23393.67,15.13
2042,702,6,5,12653.66,12.59
2043,703,391,3,3610.03,7.79
2044,703,438,3,44105.85,19.71
2045,703,1,1,11257.14,33.8
2046,704,415,3,24585.64,27.79
2047,704,321,1,54186.16,78.78
2048,705,126,5,13078.83,54.38
2049,705,322,6,24125.45,22.34
2050,705,534,3,119.39,5.02
2051,706,494,1,52570.67,18.44
2052,706,198,3,51383.42,54.2
2053,706,532,3,23147.54,24.25
2054,707,303,1,20228.97,20.16
2055,707,119,6,13434.41,12.35
2056,707,195,4,26042.66,2.3
2057,707,411,1,38556.42,4.43
2058,707,383,2,45097.69,25.49
2059,708,18,5,9306.52,6.23
2060,708,503,2,11763.32,4.9
2061,708,104,2,52304.86,24.25
2062,709,54,2,40605.73,14.14
2063,710,535,2,15367.71,39.94
2064,710,358,1,53788.15,27.15
2065,710,395,6,2066.22,5.95
2066,711,380,4,10164.3,43.16
2067,711,76,6,5003.94,72.99
2068,711,440,6,46816.82,18.44
2069,711,326,5,11820.46,35.72
2070,712,508,2,17140.89,18.0
2071,712,139,5,30343.23,25.39
2072,712,61,1,52900.24,19.0
2073,712,440,5,51624.66,28.82
2074,712,155,1,5434.32,4.9
2075,713,433,5,47182.8,28.24
2076,713,7,5,15265.04,24.22
2077,714,78,6,54431.5,80.44
2078,715,242,3,21208.58,0.35
2079,715,280,6,44438.13,27.35
2080,715,436,1,7989.01,7.87
2081,715,334,4,33494.36,19.13
2082,715,270,3,2533.23,60.84
2083,716,81,6,1062.96,13.63
2084,716,313,6,25921.6,19.05
2085,716,147,6,27302.95,18.14
2086,717,354,3,31513.74,3.7
2087,717,200,3,22581.96,17.47
2088,717,46,1,46960.85,3.88
2089,717,99,4,5179.66,11.61
2090,717,401,6,26179.64,9.25
2091,718,131,6,23810.46,83.92
2092,718,277,6,41060.57,6.29
2093,718,410,3,29884.7,8.67
2094,718,423,2,16483.63,10.21
2095,718,495,3,23477.67,52.1
2096,719,317,1,50968.57,15.02
2097,719,400,6,43955.84,19.92
2098,719,65,1,7229.72,91.85
2099,719,464,1,57644.73,8.64
2100,719,185,2,7699.84,3.71
2101,720,88,6,48881.69,19.22
2102,720,151,1,1955.03,27.79
2103,720,278,4,15987.83,25.74
2104,720,265,6,27988.02,17.75
2105,720,232,5,52444.86,14.86
2106,721,438,5,5654.5,28.21
2107,722,83,6,9121.17,97.34
2108,722,515,3,31207.17,24.17
2109,722,112,2,21761.15,29.17
2110,722,16,3,25078.99,9.02
2111,722,44,5,8707.99,29.76
2112,723,323,3,7782.86,32.69
2113,723,319,1,58202.84,22.72
2114,724,26,3,33285.73,15.32
2115,724,340,4,59221.98,14.18
2116,724,48,4,42544.62,16.21
2117,724,256,4,42435.48,13.4
2118,724,258,6,3431.37,6.23
2119,725,400,5,22347.92,4.09
2120,725,369,2,39324.9,8.87
2121,726,264,3,38170.66,80.53
2122,727,285,3,35493.77,11.46
2123,728,361,3,12890.66,18.37
2124,728,473,4,7436.66,6.8
2125,728,320,2,47150.91,4.94
2126,729,479,1,47530.22,29.45
2127,729,30,5,21921.36,21.03
2128,729,95,5,37651.24,15.7
2129,729,26,1,28622.14,28.44
2130,730,119,5,29998.55,45.63
2131,730,376,2,29513.55,86.75
2132,731,220,2,13823.8,7.92
2133,731,121,1,26394.42,20.67
2134,732,320,6,44294.52,6.55
2135,733,475,6,15424.72,6.64
2136,733,318,4,59881.23,12.07
2137,733,471,1,27011.92,4.18
2138,733,483,5,7296.76,23.62
2139,734,131,5,33380.26,44.04
2140,734,124,4,47447.6,5.93
2141,734,218,1,43343.16,58.62
2142,734,516,4,39769.22,40.23
2143,734,426,6,2044.45,35.23
2144,735,97,2,54857.34,34.01
2145,735,187,6,52709.06,3.37
2146,736,317,3,1842.45,23.5
2147,736,444,5,28483.0,9.21
2148,736,360,6,13608.93,62.59
2149,736,101,5,41388.92,17.38
2150,736,158,3,49234.04,21.29
2151,737,265,5,55291.63,85.32
2152,737,171,2,23693.24,5.32
2153,737,76,4,31228.04,10.98
2154,737,253,2,33584.06,83.34
2155,737,512,3,15484.64,17.54
2156,738,25,2,29534.19,20.05
2157,738,305,-5,48703.53,3.45
2158,739,34,1,13514.24,30.79
2159,740,316,3,12008.7,14.98
2160,741,77,5,5313.15,15.74
2161,741,268,4,56032.77,27.22
2162,742,472,6,39554.56,2.69
2163,742,19,4,39722.69,45.42
2164,742,320,5,40011.77,18.15
2165,743,404,1,10955.4,18.12
2166,744,230,3,23278.54,29.43
2167,744,178,3,37264.95,19.94
2168,744,59,6,54908.83,5.86
2169,745,479,6,40701.95,96.51
2170,745,8,6,37558.49,83.67
2171,745,122,-4,57988.07,10.21
2172,745,119,5,32208.84,16.51
2173,746,36,5,36336.52,34.68
2174,747,491,4,53034.11,38.27
2175,747,301,2,50395.46,26.55
2176,747,218,3,48527.67,22.06
2177,747,200,5,44510.85,25.93
2178,748,272,6,14392.94,27.21
2179,748,454,3,43042.38,2.35
2180,748,81,3,29759.78,0.17
2181,748,358,6,49921.8,11.95
2182,748,363,2,15596.03,7.11
2183,749,287,-5,13851.37,72.94
2184,749,34,3,34862.72,60.72
2185,749,494,2,22848.51,15.75
2186,750,30,4,58058.66,2.62
2187,750,487,1,23240.8,98.94
2188,750,227,3,18922.14,73.81
2189,751,418,5,32024.49,12.96
2190,751,370,2,55479.06,19.43
2191,752,404,2,51440.99,48.57
2192,752,443,5,15940.93,14.66
2193,752,39,1,45498.56,81.57
2194,753,91,1,29405.06,80.42
2195,754,336,1,58607.52,88.12
2196,755,481,2,1401.5,25.16
2197,755,208,3,39352.52,94.65
2198,755,531,5,51315.28,80.86
2199,755,202,3,46135.19,12.3
2200,756,479,6,31718.66,75.62
2201,756,30,1,38226.88,16.25
2202,757,164,5,52994.47,9.49
2203,758,113,2,15287.86,17.65
2204,758,131,3,6237.0,6.21
2205,759,511,5,20134.52,23.36
2206,759,422,1,4061.68,80.26
2207,760,373,3,2245.18,6.15
2208,760,122,5,18153.3,8.07
2209,760,31,2,13757.08,23.06
2210,760,438,4,55788.83,28.47
2211,761,299,3,28804.61,18.43
2212,762,121,5,30412.4,23.58
2213,762,463,3,56898.57,22.33
2214,763,515,3,33094.47,27.03
2215,763,274,6,1534.9,29.15
2216,763,268,1,53259.14,25.34
2217,764,159,1,9621.32,19.47
2218,764,434,2,35927.19,11.43
2219,764,56,-2,36063.79,27.31
2220,765,410,1,1858.16,17.8
2221,765,362,3,47711.52,18.0
2222,765,272,4,9884.81,86.64
2223,766,366,1,12108.63,15.95
2224,766,221,6,59802.95,28.0
2225,766,96,2,3422.44,3.73
2226,766,335,6,14327.08,27.29
2227,766,5,3,17344.31,27.46
2228,767,455,2,31573.57,8.13
2229,767,498,6,40826.56,82.99
2230,767,458,3,32193.47,25.79
2231,768,528,4,51131.91,26.04
2232,768,142,1,11161.49,64.65
2233,769,541,3,14696.33,3.72
2234,769,539,4,51158.28,25.35
2235,769,82,3,27263.61,79.92
2236,769,345,1,45756.2,8.45
2237,770,334,6,34369.31,8.64
2238,771,43,1,51055.36,10.83
2239,771,244,3,48015.41,11.05
2240,771,341,3,4760.4,75.66
2241,772,157,4,18071.5,13.56
2242,772,458,4,16363.41,5.4
2243,773,121,5,51106.4,24.37
2244,773,130,2,28249.24,49.35
2245,773,223,6,19922.94,98.33
2246,774,318,4,11928.93,23.64
2247,774,427,6,7133.03,58.61
2248,774,473,3,55814.74,12.93
2249,774,272,3,47494.96,12.39
2250,774,109,2,59145.23,20.39
2251,775,370,3,41636.5,10.32
2252,775,203,6,3447.34,36.45
2253,775,65,5,17458.42,96.34
2254,775,290,3,48105.06,12.72
2255,776,220,4,33673.39,10.68
2256,776,209,1,48231.62,0.9
2257,776,382,4,3143.82,47.36
2258,776,496,3,40861.5,22.98
2259,776,425,1,34787.2,6.69
2260,777,393,1,57344.29,29.5
2261,777,48,5,40785.08,1.0
2262,777,249,3,33156.89,2.79
2263,777,71,3,10475.37,28.5
2264,777,431,1,11472.58,7.12
2265,778,444,4,11177.96,66.91
2266,778,249,2,38213.26,28.31
2267,779,546,5,17899.54,13.49
2268,780,423,4,14983.1,26.42
2269,781,9,3,5653.03,74.29
2270,781,239,4,28896.01,81.62
2271,782,282,4,11728.05,4.99
2272,782,31,4,26102.23,59.39
2273,782,264,6,5666.17,14.23
2274,783,280,4,39858.71,94.99
2275,783,173,4,13111.88,18.5
2276,783,319,3,48641.38,43.72
2277,784,148,1,37633.66,17.5
2278,784,201,1,56330.69,8.05
2279,784,286,5,25156.14,15.58
2280,785,187,2,47461.18,77.21
2281,786,273,5,11225.76,46.77
2282,786,393,2,33524.03,98.12
2283,787,209,5,55203.06,29.68
2284,788,508,1,47254.69,38.5
2285,788,514,3,27016.4,81.94
2286,788,251,3,27676.45,67.7
2287,789,362,3,44112.16,19.12
2288,790,435,2,54937.76,3.64
2289,790,268,4,57731.52,88.28
2290,790,262,3,3780.96,98.07
2291,790,271,5,15078.59,25.96
2292,791,52,3,34508.89,15.83
2293,791,256,6,1399.95,37.41
2294,792,242,2,51147.83,54.34
2295,793,193,4,24704.32,5.59
2296,793,191,4,41541.17,27.91
2297,793,513,2,5837.73,27.6
2298,794,80,2,4983.14,45.91
2299,794,503,6,55106.39,23.0
2300,794,45,3,1353.68,14.19
2301,794,40,6,37023.64,28.72
2302,794,373,3,54223.6,5.81
2303,795,7,6,43200.72,4.01
2304,795,496,-1,45095.12,29.35
2305,795,491,1,35301.67,80.36
2306,796,471,3,14428.49,1.31
2307,796,113,2,7662.91,79.98
2308,797,424,4,51368.04,20.12
2309,797,436,1,58084.51,2.22
2310,798,257,3,9072.49,4.17
2311,798,465,1,24370.43,22.42
2312,799,466,-1,53366.63,74.83
2313,799,322,6,33036.56,57.9
2314,800,474,2,31400.75,13.61
2315,800,78,6,48630.56,10.95
2316,800,73,2,13855.21,6.94
2317,801,280,6,19248.34,87.06
2318,801,543,3,3458.3,8.9
2319,801,289,2,42405.2,14.79
2320,802,406,4,47068.87,20.52
2321,802,272,6,1570.53,9.14
2322,803,331,6,30315.01,2.96
2323,804,227,6,58833.22,23.81
2324,804,195,3,46357.54,5.81
2325,804,292,6,273.6,26.99
2326,804,401,1,59452.15,92.91
2327,804,374,1,8888.67,0.32
2328,805,452,2,42034.26,16.55
2329,805,63,6,13516.09,91.12
2330,805,114,5,5642.82,25.41
2331,806,390,4,26722.54,60.43
2332,806,542,4,14281.61,16.88
2333,806,112,1,4244.44,34.72
2334,807,86,2,4510.8,29.85
2335,807,388,4,30024.1,21.4
2336,807,194,3,2685.31,71.74
2337,808,364,5,50472.12,19.92
2338,808,153,4,501.72,17.99
2339,808,343,1,52856.1,14.72
2340,809,461,5,9690.9,12.87
2341,809,114,6,47279.39,1.95
2342,810,447,5,47298.05,0.1
2343,810,525,6,16772.45,24.44
2344,810,21,1,3032.62,29.84
2345,810,121,4,40039.63,10.34
2346,810,28,6,31480.58,14.73
2347,811,51,2,30440.58,3.02
2348,811,87,5,38884.02,18.0
2349,811,285,4,1787.47,6.07
2350,811,476,3,21784.82,16.89
2351,812,172,2,51932.71,3.6
2352,813,378,2,43787.04,22.16
2353,813,411,4,43863.36,18.29
2354,814,46,3,28071.84,81.05
2355,814,50,5,28425.73,12.06
2356,814,508,2,29454.86,15.29
2357,815,512,3,36891.7,20.34
2358,815,462,3,18483.01,11.19
2359,815,245,5,28233.58,35.07
2360,816,83,5,41851.99,12.77
2361,817,127,5,25271.7,5.67
2362,817,153,3,2350.55,7.36
2363,817,391,5,13083.3,39.33
2364,817,503,2,44308.82,11.22
2365,817,115,2,19955.82,5.15
2366,818,284,3,7521.02,15.76
2367,818,503,5,35395.1,36.84
2368,819,237,5,26485.72,12.95
2369,819,170,1,34102.72,72.12
2370,819,131,4,45506.32,9.49
2371,819,141,4,29747.42,25.35
2372,820,470,3,54886.24,6.35
2373,821,212,5,4681.84,14.85
2374,821,359,1,8529.28,4.74
2375,821,254,5,2174.9,11.42
2376,822,462,2,15469.27,10.04
2377,822,361,5,49624.34,0.14
2378,822,428,5,19538.33,75.9
2379,823,280,1,43039.55,14.59
2380,823,273,4,35620.98,19.3
2381,824,154,1,48001.81,26.32
2382,824,118,5,53629.66,3.41
2383,824,2,2,51773.32,11.09
2384,825,216,5,4746.08,71.66
2385,825,542,1,18044.13,5.32
2386,825,315,1,50243.25,93.3
2387,826,394,3,20125.95,41.62
2388,826,192,-2,10754.34,23.05
2389,827,399,6,17141.0,25.8
2390,827,174,4,17776.72,38.3
2391,827,148,1,48106.15,25.0
2392,828,484,4,47505.44,15.76
2393,828,51,1,34727.58,3.25
2394,828,52,2,4566.06,22.14
2395,829,1,2,6490.97,6.74
2396,829,175,5,36481.63,19.93
2397,830,542,6,20212.99,21.83
2398,831,446,3,838.75,29.42
2399,831,402,5,4133.49,20.9
2400,832,120,6,28459.29,5.95
2401,832,450,3,48199.33,5.11
2402,832,102,5,38623.19,28.31
2403,833,277,-3,5137.04,28.84
2404,833,516,6,54086.7,17.41
2405,833,116,3,24790.06,90.58
2406,833,298,2,1928.67,26.7
2407,833,113,2,54140.06,21.06
2408,834,516,4,17907.97,54.25
2409,834,526,4,47977.47,66.21
2410,834,534,4,19684.23,3.05
2411,834,401,4,16459.33,3.71
2412,835,196,5,53556.58,6.16
2413,835,154,3,13141.93,82.88
2414,835,117,5,53243.96,18.3
2415,836,13,6,55276.04,94.27
2416,836,129,4,37820.94,4.74
2417,836,152,2,56243.9,26.43
2418,837,248,4,2457.34,11.55
2419,837,550,3,37182.86,19.55
2420,838,549,3,32390.93,25.95
2421,838,506,4,4594.82,10.14
2422,838,437,3,3200.37,21.87
2423,838,405,1,22285.22,68.79
2424,838,482,5,29633.49,8.51
2425,839,141,4,53133.23,24.32
2426,839,353,5,12521.32,99.81
2427,839,284,4,57214.8,7.02
2428,839,188,5,11198.29,3.1
2429,840,174,6,46646.27,19.53
2430,840,524,-5,53089.89,1.19
2431,840,196,2,14011.72,13.7
2432,840,391,6,31311.76,17.36
2433,840,197,1,43555.5,17.8
2434,841,196,3,42455.82,10.39
2435,842,4,1,33139.56,8.93
2436,842,508,3,36604.36,11.98
2437,842,491,3,30323.67,12.44
2438,842,384,1,56068.4,27.36
2439,843,75,6,44920.33,37.08
2440,843,264,3,11849.05,5.67
2441,843,287,1,36778.79,9.63
2442,844,214,1,29923.26,67.25
2443,844,363,4,45402.96,0.29
2444,844,113,3,15183.35,14.9
2445,844,102,2,15722.81,21.06
2446,845,478,6,6811.01,13.24
2447,845,41,5,39265.09,6.9
2448,845,204,3,44529.24,9.6
2449,845,177,2,7288.31,13.24
2450,845,222,3,25444.38,14.94
2451,846,73,3,57242.89,98.8
2452,846,90,1,30281.73,24.07
2453,847,343,2,31999.57,0.56
2454,847,266,6,32873.78,9.27
2455,847,27,1,7826.45,9.14
2456,847,28,6,32684.0,4.04
2457,848,433,6,32024.23,18.97
2458,848,65,2,16964.78,14.35
2459,848,435,1,7788.72,18.77
2460,849,508,6,18395.58,41.14
2461,849,262,1,48306.9,39.51
2462,849,219,-1,17608.53,23.44
2463,850,342,2,28394.26,4.4
2464,850,467,6,13998.08,12.7
2465,850,311,6,39450.5,23.85
2466,851,536,5,33602.21,14.9
2467,852,465,3,13142.48,19.69
2468,852,503,2,36427.64,97.1
2469,852,434,2,38629.06,1.25
2470,852,488,5,2426.21,58.69
2471,852,449,3,30127.35,24.25
2472,853,468,6,6896.81,20.57
2473,854,413,6,6505.91,24.15
2474,854,320,5,11643.08,23.02
2475,854,42,5,14381.72,14.02
2476,854,254,3,49651.6,23.02
2477,855,188,1,13751.44,42.05
2478,855,459,-4,58629.56,28.91
2479,855,84,1,11913.47,8.37
2480,855,324,1,20847.28,10.45
2481,855,258,3,40458.81,93.7
2482,856,461,5,40684.1,20.96
2483,857,539,6,46799.6,0.27
2484,857,169,-3,45390.19,75.98
2485,857,139,1,46959.24,10.57
2486,857,109,4,29557.7,26.78
2487,857,33,3,53274.62,29.57
2488,858,438,4,16477.94,3.78
2489,858,419,3,56838.29,20.87
2490,858,496,5,28254.14,1.57
2491,858,84,1,28025.45,24.22
2492,858,535,3,2915.67,29.38
2493,859,475,2,50422.44,23.18
2494,860,495,3,13732.02,24.08
2495,860,263,4,52713.19,17.7
2496,860,62,2,50504.7,46.71
2497,860,219,3,7360.6,20.4
2498,860,59,1,25617.7,7.35
2499,861,86,3,48953.88,78.71
2500,861,271,2,35721.17,14.24
2501,862,252,3,45559.86,72.88
2502,863,363,6,1797.23,29.03
2503,863,391,6,22858.56,87.53
2504,864,211,1,15544.28,3.41
2505,864,127,1,1763.3,10.25
2506,865,209,2,58668.47,16.4
2507,865,55,4,26320.56,7.33
2508,865,34,3,33676.23,9.48
2509,865,370,4,49967.91,68.54
2510,866,319,5,49639.16,43.86
2511,866,277,3,9338.0,21.6
2512,866,146,5,32078.07,61.2
2513,866,424,6,1980.83,4.01
2514,866,88,3,35630.4,15.34
2515,867,342,5,20230.19,14.88
2516,867,176,1,42992.68,17.58
2517,868,217,2,16901.88,14.77
2518,868,370,4,46738.44,39.05
2519,868,266,5,18436.54,5.29
2520,868,302,-4,34141.17,27.72
2521,869,305,3,48159.38,17.81
2522,869,445,5,39130.07,80.45
2523,869,129,1,8468.84,84.64
2524,869,469,1,51596.52,97.78
2525,870,446,1,3720.75,18.43
2526,870,45,2,37970.77,3.11
2527,871,147,6,12157.38,23.22
2528,871,407,2,3617.17,22.49
2529,871,140,6,17899.1,17.92
2530,871,370,5,16119.51,55.68
2531,871,107,3,55486.36,23.59
2532,872,271,3,44932.56,62.32
2533,872,425,4,52563.21,72.51
2534,872,269,6,42606.87,72.79
2535,872,345,6,26422.99,22.86
2536,873,287,2,57902.95,66.57
2537,873,25,2,6231.49,24.47
2538,874,284,1,55388.64,36.66
2539,875,168,5,30328.0,28.94
2540,876,7,5,9799.92,19.5
2541,876,140,6,35300.99,94.63
2542,876,135,5,56847.63,27.94
2543,877,503,2,19168.9,91.07
